Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
bila baca story cousin jadi malu buat story pasal agama sibuk buat story pasal makan kedai hipster adalah thread,0,0,0,0,0,0,0,0,0,0,0,0
berhijab sama sekali bukan budaya arab justru sebaliknya budaya arab adalah mengumbar aurat berhijab bukan budaya adalah syariat budaya adalah hasil cipta reka pikiran manusia sedangkan syariat adalah perintah tuhan menciptakan,0,0,0,0,0,0,0,0,0,0,0,0
user tempat pelampiasan nafsu pepek mami selalu terbuka untuk menyambut kehadiran httpsxexxa,0,1,0,0,0,0,0,0,0,0,0,0
user user perlu anda berbusa bicara deradikalisasi cukup jelaskan solat manfaatnya,1,0,1,0,0,0,0,0,1,1,0,0
deklarasi anti hoax mendukung pilkada damai,0,0,0,0,0,0,0,0,0,0,0,0
korupsi ngibul sama jamaah nggak haram yang haram makanan yang terindikasi mengandung babinnxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
demi paling demen sama cowo lawaq xfxfxx lawakannya krik semua member btob lucas ndari pada cowok wkwkwk kalo ngeliat hanya sekedar main mata asekkk wkwkwk,0,1,0,0,0,0,0,0,0,0,0,0
user nhassle free return policy adalah jaminan pengembalian produk hauz indonesia dengan harga sama selama hari dari tanggal pembelian apabila produk produksi atau konsumen kurang puas dengan produk beli hauzminiquiz hauzid,0,0,0,0,0,0,0,0,0,0,0,0
user semua agenda yahudi,0,0,0,0,0,0,0,0,0,0,0,0
dengan gojek gantipresiden viralkan user user user user user user user user,1,0,1,0,0,0,0,0,1,1,0,0
user pasti mencret mencret doang,0,1,0,0,0,0,0,0,0,0,0,0
user user user sengkuni sekarang sudah jadi tukang ramal ramal anies penyelamat bangsancocot sengkuni dipercaya masuk neraka kalau percaya amin rais tukang ramal,1,1,1,0,0,0,0,0,1,1,0,0
kamu mahasiswa jurusan ekonomi keuangan,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user user ngakak wkwk,0,1,0,0,0,0,0,0,0,0,0,0
sumbu pendek jokowi koalisi dengan negara jokowi lengserkan jokowi pusying hamba,1,0,1,0,0,1,0,0,0,0,0,1
user user bukan minat mail tapi looking wholeya memang dulunya cheater tapi mengaku silap minta maaf adalah sshhh,1,1,1,0,0,0,1,0,0,1,0,0
pilkada jawa timur paling ayem santai cagub rakyatnya juga adem karena sudah dewasa dalam politik saya bangga arek suroboyo,0,0,0,0,0,0,0,0,0,0,0,0
tomohon juga merupakan pusat pembelajaran agama kristen katolik tempat khusus untuk berdoa meditasi yang disebut bukit kasih sebuah tempat suci yang indah tenangnn,0,0,0,0,0,0,0,0,0,0,0,0
user dulu waktu kampanye jokowiberkoar menjanjikan tarif listrik naikbbm lapangan kerja tapi semua bilang,1,1,1,0,0,0,0,0,1,1,0,0
bilang alexis ditutup cukup dengan surat hehe ketawain baca belum pers rilis manajemen alexis para gampang dibegoin dulu pernah bilang ditutup exis alexis,1,1,0,1,0,0,0,0,1,0,1,0
ngregani ngregani awakmu mbajingi lebih nang awakmu tenang,0,1,0,0,0,0,0,0,0,0,0,0
user pikir korban tewas bukan orangnmanusia kayak gini bisa jadi anggota komnas hamnsaya nggak rela uang pajak saya membayar gaji orang memiliki empati,1,1,1,0,0,0,0,0,1,1,0,0
yaxexxjuj maxexxjuj tandai oleh sebuah suku atau kaum bermuka lebar bermata kecil alias hari kaum ciri kemunculan yaxexxjuj maxexxjuj sangat nyata suku sedang membanjiri,0,0,0,0,0,0,0,0,0,0,0,0
pilih presiden kerja periode jokowi user,0,0,0,0,0,0,0,0,0,0,0,0
user geng messi kntl tapi rapopo deng biar icardi lautaro cepet nyetel,1,1,0,1,0,0,0,0,1,0,1,0
user bolot,0,1,0,0,0,0,0,0,0,0,0,0
user kelakuan batak seperti user suka memecah belah umat,1,1,1,0,0,1,0,0,0,1,0,0
namanya simpang susun bukan bundaran semanggi habib waras dasar katrok,1,1,1,0,0,0,0,0,1,1,0,0
user katolik sudah nusantara misa sekarang pakai bahasa indonesia bahkan pakai bahasa jawa yogya jawa tengah sekitarnya tempat lain saya rasa juga banyak pakai bahasa lokal,0,0,0,0,0,0,0,0,0,0,0,0
petamina rugi garuda rugi rugi rugi banyak lagi bumn harusnya untung malah devisit tapi masih pihak tanpa sungkan bilang jokowi presiden hebat giliran anaknya bisnis pisang goreng omsetnya triliunan mereka percaya,1,1,0,1,0,0,0,0,1,0,1,0
user user user makin bangga padahal masih gubernur bagaimana kalau sudah jadi presiden,0,0,0,0,0,0,0,0,0,0,0,0
user terbukti kalo cuma modal samamodal kenceng fitnah sana sini tanpa bisa ngebuktiinlo jauh beda sama temen temen,1,1,0,1,0,0,0,0,1,0,1,0
perempuan kaya mending mati jelek gausa jadi make artist,1,1,1,0,0,0,1,1,0,1,0,0
pilkada lewat dprd dinilai atasi politik uang saran perludem,0,0,0,0,0,0,0,0,0,0,0,0
user user user metodenya xfxfxxxfxfxx,0,1,0,0,0,0,0,0,0,0,0,0
user hyung juga bisa bahasa chinanntp dikit dikit,0,0,0,0,0,0,0,0,0,0,0,0
nyambung twit akhirnya saya udah diterima kerja daerah tangsel mayoritas temen kantor agamanya katolik kristen bbrp islam,0,0,0,0,0,0,0,0,0,0,0,0
user aline jauser temer,0,0,0,0,0,0,0,0,0,0,0,0
user user user haha sempit banget pikiranmu bang cuma kampet doang kasian saya,1,1,1,0,0,0,0,0,1,1,0,0
warga dusun mambangpanasan lestarikan budaya sedekah bumi bagian,0,0,0,0,0,0,0,0,0,0,0,0
user user user user jawa tempat tinggal saya gereja katholik jawa yang konon kata temen saya khatolik digreja tersebut khotbahnya pakai bahasa jawa kunokrama kromo alusjawa alus,0,0,0,0,0,0,0,0,0,0,0,0
user jombangemerlap melalui sedulur ngaji semoga allah ijinkan ipul mbak puti jadi gubernur wagub jatim user user user user user user,0,0,0,0,0,0,0,0,0,0,0,0
user malah ketawaniya marah skincare mahalxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
user bnyk pdhl,0,1,0,0,0,0,0,0,0,0,0,0
user user user engah jujur kayah juga keluarpun suara radio rusak pitanya belibetxfxfxxe,0,0,0,0,0,0,0,0,0,0,0,0
user gausah cool gitu ngetik jutek cocok,1,1,1,0,0,0,0,0,1,1,0,0
user rakyat kecil susah cari makan dipimpin jokowi gayanya merakyat tapi menyiksa rakyat harus diganti dari pada mati gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
gatot berpikir akan mujur seperti bisa menjadi presiden momentnya tepat saingan berarti gatot saatnya tepat karya nyatanya belum menjadikan gatot capres sama dengan mati langkah,0,0,0,0,0,0,0,0,0,0,0,0
user user tunggu aksi bela hari tanu,1,1,1,0,1,0,0,0,0,1,0,0
ngakakkk kepick deritannice mochi guannlo pantes takennnlo cacad,1,1,1,0,0,0,1,0,0,1,0,0
user keterlaluan kalo manusia yang doyan sama model ginian,1,1,1,0,0,0,0,0,1,1,0,0
subjek kesusasteraan melayu tiada nilai ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
masa jokowi bisa twoshoot sama yona kali,0,0,0,0,0,0,0,0,0,0,0,0
user senior nihh,1,1,1,0,0,0,0,0,1,1,0,0
user user dulu sumbu pendek mendukung penista agama islam almaidah skrg mencakmencak kedunguannya,1,1,0,1,1,0,0,0,0,0,1,0
user user protes mulu kayak,0,0,0,0,0,0,0,0,0,0,0,0
user user tnggi udah brasa kurusaplgi nniya idealnya kgmsih jauh prnah smpek wlpun hnya wktu prnah naek smpek demam turun,0,0,0,0,0,0,0,0,0,0,0,0
user user mana ngerti,1,1,1,0,0,0,0,0,1,1,0,0
menuju kiprah seorang susi pudjiastuti dipertanyakan akankah tetap menjadi menteri perikanan kembali menjadi pengusaha ataukah melangkah jauh menuju kursi wakil presiden qampa bukan lautan hanya kolam susi rabu pukul user,0,0,0,0,0,0,0,0,0,0,0,0
bandung bebas banjir nurul arifin nyatakan solusinya danau buatan user bandunggeulis,0,0,0,0,0,0,0,0,0,0,0,0
user user user resncebong bloon mklumin,1,1,0,1,0,0,0,0,1,0,1,0
user berani akun asli buat sebar hoax fitnah skrng liat akun cong xfxfxxxfxfxx,1,1,1,0,0,0,1,1,0,1,0,0
rakyat bisa lengserkan,1,0,1,0,0,0,0,0,1,1,0,0
user user orang menjadi hasil perbuatannya bukan tuduhan orang lain kamu melakukan perbuatan dikasih umat lakukan adalah kekafiran jadi umat menjauhkan perbuatan,0,0,0,0,0,0,0,0,0,0,0,0
mendingan terlihat tapi hati punya iman daripada terlihat rupawan tapi kelakuan kayak preman,0,1,0,0,0,0,0,0,0,0,0,0
user masih,0,0,0,0,0,0,0,0,0,0,0,0
tulen apapun seorang lelaki kalau dikejar tetap saja lari konyol selamanyaku kita,0,0,0,0,0,0,0,0,0,0,0,0
user user user user terakhir tanya lagi utang jokowi semua pasti mingkem lagi warnet kaleng,1,1,1,0,0,0,0,1,0,1,0,0
biadab jokowi,1,1,1,0,0,0,0,0,1,1,0,0
hubungannya anak layangan dengan,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user jangan dinasehati mempan mempannya diludahi disebelah kiri sambil baca auzubillah,1,1,0,1,0,0,0,0,1,0,1,0
sepertinya gerombolan user rindu kerusuhan hati dikabul tuhan iklanahokjahat,1,0,0,1,0,0,0,0,1,0,1,0
user user terima kasih user terus menerus ekonomi negara walaupun diserang dari pelbagai sudut oleh mereka yang tidak senang dengan kemajuan,0,0,0,0,0,0,0,0,0,0,0,0
user maju sini,1,1,1,0,0,0,0,0,1,1,0,0
menurut partai yang tidak saya sebutkan namanya cara melunaskan hutang adalah dengan mencetak uangnya lagi terus dibayar kirakira anak ekonomi jengkel dengan omongan partai tersebut,0,0,0,0,0,0,0,0,0,0,0,0
kenapa fangirl rata main twitter kalo mereka main uangnya cepet abis cuma buat beli kuota belum merch antekanteknya done with this,0,0,0,0,0,0,0,0,0,0,0,0
user ente lupa tahun kowi tahun buat prosntasi baru jelas kawan sembako garam saja import,1,0,1,0,0,0,0,0,1,1,0,0
keknya paham selera bias guanvocal rapp,0,0,0,0,0,0,0,0,0,0,0,0
user ambang batas diperlukan untuk efisiensi biaya demokrasi kata lebih tepat diberikan kepada orangxcxb yang pernah memimpin sebelum reformasi sekarang pemerintahan yang demokratis,0,0,0,0,0,0,0,0,0,0,0,0
user user user user bilang bahwa agama trus brengsek tidak bersalah boleh dibenarkan tindakannya begitu rupanya ajaran kalian heran junjung hrsxfxfxx,1,1,0,1,1,0,0,0,0,0,1,0
user user user wkwkwkwkwk,0,1,0,0,0,0,0,0,0,0,0,0
user tetep dukung prabowo juga ragu karena sudah anjlok lagipula prabowo sudah kali maju gagal terus rakyat sudah bosan bukan calon yang fresh tidak punya peluang menang yang tinggi,0,0,0,0,0,0,0,0,0,0,0,0
user user jomblo kayak,1,1,1,0,0,0,0,1,0,1,0,0
mpok silvi nyinyir melulu pertanyaan tapi sayang sesat maklum dese emakemak debatfinaldki,1,1,1,0,0,0,0,0,1,1,0,0
presiden jokowi saya optimis indonesia semakin cerah,0,0,0,0,0,0,0,0,0,0,0,0
user lanjut bocah,1,1,1,0,0,0,0,0,1,1,0,0
user user terkejut,0,1,0,0,0,0,0,0,0,0,0,0
ganyang beserta antekanteknya,1,0,0,1,0,1,0,0,0,0,0,1
user selama kasus mobil sedang parkir kondisi mesin mati lalu bisa terbakar bisa bahaya jika mobil diparkir garasi rumah bisa penyebab kebakaran tapi kasus pernah terjadi kecuali kasus mobil neno warisman past,0,0,0,0,0,0,0,0,0,0,0,0
user bubarkan saja jadikan tersangka asal asalan kalah skrg,1,0,0,1,0,0,0,0,1,0,0,1
user sudah nyata anti islam dibilang juga hoax,1,0,1,0,1,0,0,0,0,1,0,0
qaumi ekjayati conference jamiat ulama hindjanab mohd shabbir qususi qitaab,0,0,0,0,0,0,0,0,0,0,0,0
yang paling sukai dunia yaitu matahari bulan kamu matahari untuk siang hari bulan untuk malam hari kamu untuk selamanya dihatiku,0,0,0,0,0,0,0,0,0,0,0,0
user otak mati mungkin sulit jangan berharap banyak,0,1,0,0,0,0,0,0,0,0,0,0
user user user user otak emang napi penista agama diselingkuhi istri tahun lamanya bermulut dipujapuja,1,1,1,0,1,0,0,0,0,1,0,0
menhindar bukan karena tapi sadar siapa,0,0,0,0,0,0,0,0,0,0,0,0
jakartabanjir pemimpinnya punya akhlak baik penista agama,1,0,1,0,1,0,0,0,0,1,0,0
user user user bini dulu baru nyapres masak punya negara,1,0,1,0,0,0,0,0,1,1,0,0
user mencegah bangsa penjajahan aseng,0,0,0,0,0,0,0,0,0,0,0,0
user user haahahaagiah taruih sanak polanya terbaca samakomunis syiah murtadin dimana mana bikin rusak saja,0,0,0,0,0,0,0,0,0,0,0,0
user soal produk trlewat buka sjrahislam cina ktimbang nusantarabju kokotaqwaitu asli dari cinabkn bdya kitadan jubah pake bdaya impor dari arabjd baik anda telanjang biar ucapan sesu,0,0,0,0,0,0,0,0,0,0,0,0
ustadz ulama bicara politik dibully diminta berhenti anggota parlemen kritik dimaki dibilang group sakit hati tokoh nasional kritik dibunuh karakternya pejabat aktif rajin kritik dipecat terus penjilat saja boleh bicara politik menyanju,1,1,1,0,0,0,0,0,1,1,0,0
user user baik baik jokowi anti islam,1,0,1,0,1,0,0,0,0,1,0,0
user mesum mulu,0,1,0,0,0,0,0,0,0,0,0,0
user user user berarti semua ulah pemerintah donk kalo wakil presiden sebagai mahar gratifikasi,0,0,0,0,0,0,0,0,0,0,0,0
user user saya masih ingat dulu kelompok pelangi kristen radikal kaum sekuler mencibir habibie nnjangan kelompok pelangi yang kumpulin oleh siuser,1,0,0,1,1,0,0,0,0,0,1,0
user user user user user user kaga shegiya yana hakuri wllh yasha wahala,0,0,0,0,0,0,0,0,0,0,0,0
user emang user kurang melek mata hatinya seriusnyinyir,1,0,1,0,0,0,0,0,1,1,0,0
user burung tinggal mars onnitu makan telur burung unta shshhs,0,0,0,0,0,0,0,0,0,0,0,0
user kelaparan rakus duit skrg pesta pora curut maling duit rakyat makan kenyang skrg tereak kopar kapir aseng cuma kedok buat goblokin pemujanya,1,1,0,1,0,0,0,0,1,0,1,0
user user user betul,1,1,1,0,0,0,0,0,1,1,0,0
user user user user user user user bahkan anak istri tidak dpat tolong karena telah melupakan tuhan menuhankan saint tehnology begitu skrng terjadi sebagian bangsa,0,0,0,0,0,0,0,0,0,0,0,0
benar benar benar benar duduk kvld wkakakakaka mana meja sepetak lagi,0,1,0,0,0,0,0,0,0,0,0,0
user nunggu usia baligh wali observasi suda consummatum suda mature bisa hamil kalo yahudi mitzvah masuk masa dewasa cewe cowonnxexxba,0,0,0,0,0,0,0,0,0,0,0,0
user menyatakan pendapat bukan fitnah kena asah bagi tajam lagi sebab realitinya pantai timur kuat negeri lain agama masih prioriti tapi tambahan sara hidup ekonomi orang ambik kira pantai timur kerja banyok,0,0,0,0,0,0,0,0,0,0,0,0
sampai skrg tertanya tanya athea guna tepung buat roti jala qayyum bukan jawab haih kahkhakkah macik kecoh,0,0,0,0,0,0,0,0,0,0,0,0
user mana saya saya yahudi,0,0,0,0,0,0,0,0,0,0,0,0
user user user hanya kaum cabul bisa makan berbohong katakan pulang agar donatur azab allah xfxfxaxaxfxf,1,1,0,1,0,0,0,1,0,0,1,0
user udah didatengin polisi baru rasa wkwk,0,1,0,0,0,0,0,0,0,0,0,0
user engkau,1,1,1,0,0,0,0,0,1,1,0,0
user,1,1,1,0,0,0,0,0,1,1,0,0
user user islam islam islam nusantara kriaten buddha hindu katolik embel nusantara,0,0,0,0,0,0,0,0,0,0,0,0
allah yang disembah muslim adalah syetan halalkan rampasan ngajarkan tunduk patuh ngobarkan cocok penis,1,1,0,1,1,0,0,0,0,0,1,0
user user user user user user user user bersih suci sendiri kamu tololtrskmu teriakxcxb muslimudh berbuat sdra muslim muklo ngemisg usah kopar kapirin orgbenci boleh,1,1,1,0,1,0,0,0,0,1,0,0
twitter logonya burung tapi isinya manusia sama,0,1,0,0,0,0,0,0,0,0,0,0
muslim rohingya kehilangan kaki akibat ranjau darat ditanam teroris budha,1,0,0,1,1,0,0,0,0,0,1,0
user user user user user user user user takut mencret bahaya dumxcamping,0,0,0,0,0,0,0,0,0,0,0,0
user hahaa baru biasa cuma mentok cangkem atau ahhahahha,0,1,0,0,0,0,0,0,0,0,0,0
wasit,1,1,1,0,0,0,1,0,0,1,0,0
user user amukan massa tidak benar secara hukum maupun kemanusiaan namun persoalannya adalah budaya yang mengakar dimasyarakat yang bersumber dari kekecewaan turuntemurun masyarakat kepada penegakan hukum,0,0,0,0,0,0,0,0,0,0,0,0
yang gasuka sama langung selesaiin bareng sini gausa ngirim suka sembarangan narok gelas ginilah pecahkan biji aaarrggghhhh,0,1,0,0,0,0,0,0,0,0,0,0
user user user user user user user user user user user user bagian mana lucunya nada manusia kena pecahan seumur hidup semb,0,0,0,0,0,0,0,0,0,0,0,0
user guard warga,0,0,0,0,0,0,0,0,0,0,0,0
user user fiksi adalah sebuah prosa naratif yang bersifat imajiner meskipun imajiner fiksi tetaplah masuk akal mengandung kebenaran prosa naratif adalah suatu jenis tulisan yang menceritakan sesuatu kejadian dengan tujuan untuk,0,0,0,0,0,0,0,0,0,0,0,0
banget sihhnudah tahu bakalan jawabnmalah tanya sodaraan yanyasudah nama juga hidupnmakasih,0,1,0,0,0,0,0,0,0,0,0,0
orang terkaya indo sampai bukan orang indonesia tapi orang cina ngerih kalo indonesia kaya singapur nanti yang pribumi usir,1,0,0,1,0,1,0,0,0,0,1,0
blom pernah menarik hidup tampilan seorang paling skalipun drama komedi tragedi,0,0,0,0,0,0,0,0,0,0,0,0
user user sifat licik culas memfitna dasar,1,1,0,1,0,0,0,0,1,0,1,0
koalisi tapi pakai hati cuci tangan sambil bergandengan topeng rombeng tutup nenek sihir sibuk juga belia namanya juga dunia haus ilmu harus cintanntapi jatuh jatuh jauh jauh biru tetap biru kalau merah janga,0,0,0,0,0,0,0,0,0,0,0,0
menarik meskipun kaosnya bertuliskan ganti gubernur jateng namun semangat antusiasme untuk mengajak foto bersama user tetap,0,0,0,0,0,0,0,0,0,0,0,0
user user bukti bukti jangan doang,1,1,1,0,0,0,0,0,1,1,0,0
user yuhuuuu ntemen posko jadian pasang lhoh tapi yagitu keknya anget ayam xfxfxx nkalo janah sihgt bapernya bikin males pengennya ngumpul terus hahaha always bout love lhoh bapernya kekeluargaan xfxfxx,0,1,0,0,0,0,0,0,0,0,0,0
menurutnya semua orang bisa menjadi budha dengan berbuat baik semua agama mengajarkan kebaikan kasih sayang kepada sesama,0,0,0,0,0,0,0,0,0,0,0,0
user user user user manusia berkelakuan tapi marah dihina,1,1,1,0,0,0,0,0,1,1,0,0
user user media pura ajak orang lain namanya pembodohan parah,1,1,0,1,0,0,0,0,1,0,1,0
user saya bicara agama tapi ajaran sesat yang menyebabkan banyak korban,0,0,0,0,0,0,0,0,0,0,0,0
user freport bertekuk,0,0,0,0,0,0,0,0,0,0,0,0
saya bangga jadi orang islam user times,0,0,0,0,0,0,0,0,0,0,0,0
user cuma indonesia liberal bisa akur ideologi seseorang diomong liberal sedih,0,0,0,0,0,0,0,0,0,0,0,0
dulu guru ngaji sering bilang kalian jangan main sepak bola karena sepak bola olah raganya dikatain sejak kecil,1,0,1,0,0,1,0,0,0,1,0,0
bravoo presiden jokowi presiden joko widodo jokowi tercatat sudah merampungkan proyek strategis nasional yang terhitung sejak saja,0,0,0,0,0,0,0,0,0,0,0,0
user kamu melihara,0,0,0,0,0,0,0,0,0,0,0,0
user user user saya bilang musnahkan mengkafirkan lainnklu bicara hukum mengatakan bunuh yaitu masuk intimidasi ancaman masuk dalil hukum,0,0,0,0,0,0,0,0,0,0,0,0
user temanin ines malam dong bang ines berat yang ines jamin puas janda memexexxa,0,1,0,0,0,0,0,0,0,0,0,0
retweet video tapi sedih kasihan ntar yang malah semakin viral takut akan lebih banyak ngebully korban bully sesama mahasiswa katanya ternama,0,1,0,0,0,0,0,0,0,0,0,0
user wong,1,1,1,0,0,0,1,0,0,1,0,0
cantik,0,0,0,0,0,0,0,0,0,0,0,0
kalau jadi pakar ekonomi masuk jasa pakar perundangan masuk jasa pakar percukaian masuk jasa pakar strategi komunikasi masuk jasa pakar polisi antarabangsa masuk jasa pakar psikologi masuk jasa universiti jasa untuk semua kelayak,0,0,0,0,0,0,0,0,0,0,0,0
presiden yang anda tuduh anti islam sudah banyak berbuat untuk negeri sudah bnyak berbuat untuk umat,1,0,1,0,0,0,0,0,1,1,0,0
engga ngerti ngertinya komanis,0,0,0,0,0,0,0,0,0,0,0,0
user user user user baju item disalahin bisa jadi korban nyuruh buat dorong atau malah orang situ suruh dorong perlu dikatain bangsad juga bocah dorong karena tentu murni kesalahan,0,1,0,0,0,0,0,0,0,0,0,0
ahok tuduh menista agama cuma satu ayat dalam kitab suci quran user menista alquran terdiri surat ayat kalau menghina satu ayat kena hukuman tahun penjara tinggal mengalikan tahun hukuman,0,0,0,0,0,0,0,0,0,0,0,0
yahudi rasullah rasullah marah rasullah suruh mati rasullah berhatap agar kembali pada islam,0,0,0,0,0,0,0,0,0,0,0,0
user,1,1,1,0,0,0,0,0,1,1,0,0
user user user user user user user user user user user user user user user user user user user user user,0,0,0,0,0,0,0,0,0,0,0,0
saatnya usir penjajah cina bumi indonesia user user user user user user user user,1,0,0,1,0,1,0,0,0,0,0,1
user verif,0,0,0,0,0,0,0,0,0,0,0,0
kurang berusaha kaya gimna coba ngorbanin wktu buat pergi lebih pagi pulang lebih malemsinting,1,1,1,0,0,0,1,0,0,1,0,0
user tante gede,0,1,0,0,0,0,0,0,0,0,0,0
user user nuser nuser ntulisanya menyudutkan pemerintah issue cina ditulis semenjak dibuktikan user berkunjung polewalikalo blom waaah tiap hari ditulis,0,0,0,0,0,0,0,0,0,0,0,0
user user elaj kreatif bgtikut bahasa pakecebong anak kodok nabi kodok makanya panggil laknat gantipresiden presidenbaru,1,1,0,1,0,0,0,0,1,0,1,0
user user user masih bangsad cepet cuma jadi hama bangsad,1,1,0,1,0,0,0,0,1,0,1,0
hoaxsaling ancam dprtangkap menangkap kalian orang malu malunya saling ancam bubarkan lebih baik,1,0,0,1,0,0,0,0,1,0,1,0
warga baduy setelah selesai memperingati tradisi seba pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari sabtu sebabaduy,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user user user user user user bilangin wendy unnie suru jemput vider sebelum dijual,0,0,0,0,0,0,0,0,0,0,0,0
apaalahh lepasni diam baik biar diri sndiri sakit hati pendam smpai okbaii,0,1,0,0,0,0,0,0,0,0,0,0
user yakin kepala daerahkrn kampanye untuk drmu sendrapa presiden,0,0,0,0,0,0,0,0,0,0,0,0
jadi akan banyak sekali pertunjukan seni budaya yang banyak sekali akan artis yang mendatangi event,0,0,0,0,0,0,0,0,0,0,0,0
user user mungkinkah sandi anies nyusul jadi buron ditangkap sebelum dilantik,1,0,0,1,0,0,0,0,1,0,1,0
meeting pekerja lapangan lebih kece asik cool drpd kantoran kantoran rata nerd suka belajar xfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
user,0,0,0,0,0,0,0,0,0,0,0,0
